"tenantid","connectionno"
"od.puri","WS/PRI/2199969"
"od.puri","WS/PRI/2199972"
"od.puri","WS/PRI/2199976"
"od.puri","WS/PRI/2199979"
"od.puri","WS/PRI/2199983"
"od.puri","WS/PRI/2199986"
"od.puri","WS/PRI/2200037"
"od.puri","WS/PRI/2200089"
"od.puri","WS/PRI/2200090"
"od.puri","WS/PRI/2200088"
"od.puri","WS/PRI/2200094"
"od.puri","WS/PRI/2200095"
"od.puri","WS/PRI/2200099"
"od.puri","WS/PRI/2200101"
"od.puri","WS/PRI/2200103"
"od.puri","WS/PRI/2200107"
"od.puri","WS/PRI/2200112"
"od.puri","WS/PRI/2200113"
"od.puri","WS/PRI/2200114"
"od.puri","WS/PRI/2200118"
"od.puri","WS/PRI/2200121"
"od.puri","WS/PRI/2200126"
"od.puri","WS/PRI/2200128"
"od.puri","WS/PRI/2200129"
"od.puri","WS/PRI/2200131"
"od.puri","WS/PRI/2200136"
"od.puri","WS/PRI/2200091"
"od.puri","WS/PRI/2200092"
"od.puri","WS/PRI/2200098"
"od.puri","WS/PRI/2200100"
"od.puri","WS/PRI/2200105"
"od.puri","WS/PRI/2200108"
"od.puri","WS/PRI/2200109"
"od.puri","WS/PRI/2200111"
"od.puri","WS/PRI/2200116"
"od.puri","WS/PRI/2200119"
"od.puri","WS/PRI/2200120"
"od.puri","WS/PRI/2200123"
"od.puri","WS/PRI/2200124"
"od.puri","WS/PRI/2200127"
"od.puri","WS/PRI/2200134"
"od.puri","WS/PRI/2200135"
"od.puri","WS/PRI/2200093"
"od.puri","WS/PRI/2200096"
"od.puri","WS/PRI/2200097"
"od.puri","WS/PRI/2200102"
"od.puri","WS/PRI/2200104"
"od.puri","WS/PRI/2200106"
"od.puri","WS/PRI/2200110"
"od.puri","WS/PRI/2200115"
"od.puri","WS/PRI/2200117"
"od.puri","WS/PRI/2200122"
"od.puri","WS/PRI/2200125"
"od.puri","WS/PRI/2200130"
"od.puri","WS/PRI/2200132"
"od.puri","WS/PRI/2200133"
"od.puri","WS/PRI/2200238"
"od.puri","WS/PRI/2200243"
"od.puri","WS/PRI/2200246"
"od.puri","WS/PRI/2200248"
"od.puri","WS/PRI/2200252"
"od.puri","WS/PRI/2200187"
"od.puri","WS/PRI/2200239"
"od.puri","WS/PRI/2200241"
"od.puri","WS/PRI/2200242"
"od.puri","WS/PRI/2200244"
"od.puri","WS/PRI/2200247"
"od.puri","WS/PRI/2200240"
"od.puri","WS/PRI/2200245"
"od.puri","WS/PRI/2200249"
"od.puri","WS/PRI/2200250"
"od.puri","WS/PRI/2200255"
"od.puri","WS/PRI/2200256"
"od.puri","WS/PRI/2200261"
"od.puri","WS/PRI/2200251"
"od.puri","WS/PRI/2200253"
"od.puri","WS/PRI/2200257"
"od.puri","WS/PRI/2200259"
"od.puri","WS/PRI/2200262"
"od.puri","WS/PRI/2200264"
"od.puri","WS/PRI/2200270"
"od.puri","WS/PRI/2200273"
"od.puri","WS/PRI/2200274"
"od.puri","WS/PRI/2200278"
"od.puri","WS/PRI/2200281"
"od.puri","WS/PRI/2200285"
"od.puri","WS/PRI/2200254"
"od.puri","WS/PRI/2200258"
"od.puri","WS/PRI/2200260"
"od.puri","WS/PRI/2200263"
"od.puri","WS/PRI/2200265"
"od.puri","WS/PRI/2200268"
"od.puri","WS/PRI/2200271"
"od.puri","WS/PRI/2200275"
"od.puri","WS/PRI/2200276"
"od.puri","WS/PRI/2200279"
"od.puri","WS/PRI/2200283"
"od.puri","WS/PRI/2200286"
"od.puri","WS/PRI/2200266"
"od.puri","WS/PRI/2200267"
"od.puri","WS/PRI/2200269"
"od.puri","WS/PRI/2200272"
"od.puri","WS/PRI/2200277"
"od.puri","WS/PRI/2200280"
"od.puri","WS/PRI/2200282"
"od.puri","WS/PRI/2200284"
"od.puri","WS/PRI/2200388"
"od.puri","WS/PRI/2200389"
"od.puri","WS/PRI/2200392"
"od.puri","WS/PRI/2200398"
"od.puri","WS/PRI/2200399"
"od.puri","WS/PRI/2200404"
"od.puri","WS/PRI/2200405"
"od.puri","WS/PRI/2200410"
"od.puri","WS/PRI/2200411"
"od.puri","WS/PRI/2200416"
"od.puri","WS/PRI/2200390"
"od.puri","WS/PRI/2200393"
"od.puri","WS/PRI/2200394"
"od.puri","WS/PRI/2200396"
"od.puri","WS/PRI/2200400"
"od.puri","WS/PRI/2200402"
"od.puri","WS/PRI/2200406"
"od.puri","WS/PRI/2200408"
"od.puri","WS/PRI/2200412"
"od.puri","WS/PRI/2200414"
"od.puri","WS/PRI/2200418"
"od.puri","WS/PRI/2200391"
"od.puri","WS/PRI/2200395"
"od.puri","WS/PRI/2200397"
"od.puri","WS/PRI/2200401"
"od.puri","WS/PRI/2200403"
"od.puri","WS/PRI/2200407"
"od.puri","WS/PRI/2200409"
"od.puri","WS/PRI/2200413"
"od.puri","WS/PRI/2200415"
"od.puri","WS/PRI/2200419"
"od.puri","WS/PRI/2200422"
"od.puri","WS/PRI/2200426"
"od.puri","WS/PRI/2200428"
"od.puri","WS/PRI/2200417"
"od.puri","WS/PRI/2200423"
"od.puri","WS/PRI/2200424"
"od.puri","WS/PRI/2200429"
"od.puri","WS/PRI/2200430"
"od.puri","WS/PRI/2200435"
"od.puri","WS/PRI/2200436"
"od.puri","WS/PRI/2200441"
"od.puri","WS/PRI/2200442"
"od.puri","WS/PRI/2200447"
"od.puri","WS/PRI/2200448"
"od.puri","WS/PRI/2200453"
"od.puri","WS/PRI/2200454"
"od.puri","WS/PRI/2200459"
"od.puri","WS/PRI/2200460"
"od.puri","WS/PRI/2200464"
"od.puri","WS/PRI/2200468"
"od.puri","WS/PRI/2200471"
"od.puri","WS/PRI/2200472"
"od.puri","WS/PRI/2200475"
