"tenantid","connectionno"
"od.dhenkanal","WS/DKN/2208146"
"od.nilgiri","WS/NLG/2208147"
"od.puri","WS/PRI/2206465"
"od.nilgiri","WS/NLG/2208149"
"od.bhubaneswar","WS/BMC/2208180"
"od.puri","WS/PRI/2206468"
"od.puri","WS/PRI/2206474"
"od.nilgiri","WS/NLG/2208155"
"od.puri","WS/PRI/2206478"
"od.puri","WS/PRI/2208161"
"od.bhubaneswar","WS/BMC/2208203"
"od.nilgiri","WS/NLG/2208157"
"od.nilgiri","WS/NLG/2208159"
"od.puri","WS/PRI/2206479"
"od.nilgiri","WS/NLG/2208163"
"od.nilgiri","WS/NLG/2208169"
"od.nilgiri","WS/NLG/2208167"
"od.nilgiri","WS/NLG/2208171"
"od.nilgiri","WS/NLG/2208172"
"od.nilgiri","WS/NLG/2208174"
"od.nilgiri","WS/NLG/2208176"
"od.nilgiri","WS/NLG/2208175"
"od.nilgiri","WS/NLG/2208178"
"od.nilgiri","WS/NLG/2208182"
"od.nilgiri","WS/NLG/2208184"
"od.nilgiri","WS/NLG/2208187"
"od.nilgiri","WS/NLG/2208188"
"od.nilgiri","WS/NLG/2208189"
"od.cuttack","WS/CTC/2208190"
"od.bhubaneswar","WS/BMC/2208205"
"od.bhubaneswar","WS/BMC/2208206"
"od.bhubaneswar","WS/BMC/2208207"
"od.bhubaneswar","WS/BMC/2208208"
"od.choudwar","WS/CDR/1760172"
"od.choudwar","WS/CDR/1760184"
"od.choudwar","WS/CDR/1760197"
"od.jharsuguda","WS/JRS/2206561"
"od.jharsuguda","WS/JRS/2206560"
"od.jharsuguda","WS/JRS/2206379"
"od.jharsuguda","WS/JRS/2206375"
"od.cuttack","WS/CTC/1903903"
"od.cuttack","WS/CTC/1903906"
"od.cuttack","WS/CTC/1903912"
"od.cuttack","WS/CTC/1903924"
"od.choudwar","WS/CDR/1760119"
"od.athagarh","WS/ATH/1900835"
"od.hinjilicut","WS/HNL/2192168"
"od.hinjilicut","WS/HNL/2192169"
"od.hinjilicut","WS/HNL/2192170"
"od.hinjilicut","WS/HNL/2192174"
"od.cuttack","WS/CTC/1842635"
"od.cuttack","WS/CTC/1842641"
"od.cuttack","WS/CTC/1842657"
"od.cuttack","WS/CTC/1842669"
"od.cuttack","WS/CTC/1842672"
"od.cuttack","WS/CTC/1842688"
"od.cuttack","WS/CTC/1842734"
"od.cuttack","WS/CTC/1917165"
"od.cuttack","WS/CTC/1844905"
"od.cuttack","WS/CTC/1844949"
"od.cuttack","WS/CTC/1844985"
"od.cuttack","WS/CTC/1844989"
"od.cuttack","WS/CTC/1845182"
"od.cuttack","WS/CTC/1845195"
"od.cuttack","WS/CTC/1845197"
"od.cuttack","WS/CTC/1845203"
"od.cuttack","WS/CTC/1845225"
"od.cuttack","WS/CTC/1845245"
"od.cuttack","WS/CTC/1845247"
"od.cuttack","WS/CTC/1847339"
