"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype"
"Aska","WS_AP/ASK/2021-22/2171479","CONNECTION_ACTIVATED","WS/ASK/2170571","2022-01-03","2022-01-04","New Connection"
"Aska","WS_AP/ASK/2021-22/2171480","CONNECTION_ACTIVATED","WS/ASK/2170570","2022-01-03","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170660","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170752","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170751","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2170665","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171515","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170584","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Purushottampur","WS_AP/PRS/2021-22/2170580","PENDING_FOR_PAYMENT",NULL,"2021-12-20","2022-01-04","New Connection"
"Dhenkanal","WS_AP/DKN/2021-22/2171530","INITIATED",NULL,"2022-01-04","2022-01-04","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171529","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171528","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171527","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171526","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171520","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171518","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Dhenkanal","WS_AP/DKN/2021-22/2171466","CONNECTION_ACTIVATED","WS/DKN/2170568","2022-01-01","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171517","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171514","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171508","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171507","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171505","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171504","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171495","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171497","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171491","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Polasara","WS_AP/PLS/2021-22/2170991","CONNECTION_ACTIVATED","WS/PLS/2170566","2021-12-24","2022-01-03","New Connection"
"Banki","WS_AP/BAN/2021-22/2171483","CONNECTION_ACTIVATED","WS/BAN/2170565","2022-01-03","2022-01-03","New Connection"
"Kodala","WS_AP/KDL/2021-22/2171485","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Dhenkanal","WS_AP/DKN/2021-22/2171482","PENDING_FOR_DOCUMENT_VERIFICATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171481","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171478","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Balangir","WS_AP/BLR/2021-22/2171586","PENDING_FOR_PAYMENT",NULL,"2022-01-04","2022-01-04","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171473","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171471","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Rourkela","WS_AP/RRK/2021-22/2171470","PENDING_FOR_CONNECTION_ACTIVATION",NULL,"2022-01-03","2022-01-03","New Connection"
"Aska","WS_AP/ASK/2021-22/2170798","CONNECTION_ACTIVATED","WS/ASK/2170564","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170797","CONNECTION_ACTIVATED","WS/ASK/2170563","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170796","CONNECTION_ACTIVATED","WS/ASK/2170562","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170788","CONNECTION_ACTIVATED","WS/ASK/2170561","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170785","CONNECTION_ACTIVATED","WS/ASK/2170560","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170771","CONNECTION_ACTIVATED","WS/ASK/2170559","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170769","CONNECTION_ACTIVATED","WS/ASK/2170558","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170749","CONNECTION_ACTIVATED","WS/ASK/2170557","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170748","CONNECTION_ACTIVATED","WS/ASK/2170556","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170744","CONNECTION_ACTIVATED","WS/ASK/2170555","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170743","CONNECTION_ACTIVATED","WS/ASK/2170554","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170227","CONNECTION_ACTIVATED","WS/ASK/2170515","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170226","CONNECTION_ACTIVATED","WS/ASK/2170514","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170224","CONNECTION_ACTIVATED","WS/ASK/2170513","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170230","CONNECTION_ACTIVATED","WS/ASK/2170512","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170246","CONNECTION_ACTIVATED","WS/ASK/2170511","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170244","CONNECTION_ACTIVATED","WS/ASK/2170510","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170243","CONNECTION_ACTIVATED","WS/ASK/2170509","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170242","CONNECTION_ACTIVATED","WS/ASK/2170508","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170241","CONNECTION_ACTIVATED","WS/ASK/2170507","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170240","CONNECTION_ACTIVATED","WS/ASK/2170506","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170238","CONNECTION_ACTIVATED","WS/ASK/2170505","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170236","CONNECTION_ACTIVATED","WS/ASK/2170504","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170232","CONNECTION_ACTIVATED","WS/ASK/2170503","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170692","CONNECTION_ACTIVATED","WS/ASK/2170502","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170671","CONNECTION_ACTIVATED","WS/ASK/2170501","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170670","CONNECTION_ACTIVATED","WS/ASK/2170500","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170669","CONNECTION_ACTIVATED","WS/ASK/2170499","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170666","CONNECTION_ACTIVATED","WS/ASK/2170498","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170659","CONNECTION_ACTIVATED","WS/ASK/2170497","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170228","CONNECTION_ACTIVATED","WS/ASK/2170496","2021-12-15","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170656","CONNECTION_ACTIVATED","WS/ASK/2170495","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170654","CONNECTION_ACTIVATED","WS/ASK/2170494","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170650","CONNECTION_ACTIVATED","WS/ASK/2170493","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170647","CONNECTION_ACTIVATED","WS/ASK/2170492","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170643","CONNECTION_ACTIVATED","WS/ASK/2170491","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170638","CONNECTION_ACTIVATED","WS/ASK/2170490","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170636","CONNECTION_ACTIVATED","WS/ASK/2170489","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170625","CONNECTION_ACTIVATED","WS/ASK/2170488","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170623","CONNECTION_ACTIVATED","WS/ASK/2170487","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170614","CONNECTION_ACTIVATED","WS/ASK/2170486","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170589","CONNECTION_ACTIVATED","WS/ASK/2170485","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170590","CONNECTION_ACTIVATED","WS/ASK/2170484","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170604","CONNECTION_ACTIVATED","WS/ASK/2170483","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170605","CONNECTION_ACTIVATED","WS/ASK/2170482","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170607","CONNECTION_ACTIVATED","WS/ASK/2170481","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170611","CONNECTION_ACTIVATED","WS/ASK/2170480","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170609","CONNECTION_ACTIVATED","WS/ASK/2170479","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170612","CONNECTION_ACTIVATED","WS/ASK/2170478","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170610","CONNECTION_ACTIVATED","WS/ASK/2170477","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170621","CONNECTION_ACTIVATED","WS/ASK/2170476","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170616","CONNECTION_ACTIVATED","WS/ASK/2170475","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170619","CONNECTION_ACTIVATED","WS/ASK/2170474","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170586","CONNECTION_ACTIVATED","WS/ASK/2170473","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170633","CONNECTION_ACTIVATED","WS/ASK/2170472","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170632","CONNECTION_ACTIVATED","WS/ASK/2170471","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170631","CONNECTION_ACTIVATED","WS/ASK/2170470","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170628","CONNECTION_ACTIVATED","WS/ASK/2170469","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170627","CONNECTION_ACTIVATED","WS/ASK/2170468","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170602","CONNECTION_ACTIVATED","WS/ASK/2170467","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170601","CONNECTION_ACTIVATED","WS/ASK/2170466","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170599","CONNECTION_ACTIVATED","WS/ASK/2170465","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170598","CONNECTION_ACTIVATED","WS/ASK/2170464","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170595","CONNECTION_ACTIVATED","WS/ASK/2170463","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170594","CONNECTION_ACTIVATED","WS/ASK/2170462","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170593","CONNECTION_ACTIVATED","WS/ASK/2170461","2021-12-20","2022-01-01","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171513","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-03","2022-01-03","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171512","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-03","2022-01-03","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171511","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-03","2022-01-03","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171510","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-03","2022-01-03","New Connection"
"Ganjam","WS_AP/GJM/2021-22/2171509","PENDING_APPROVAL_FOR_CONNECTION",NULL,"2022-01-03","2022-01-03","New Connection"
"Puri","WS_AP/PRI/2021-22/2171506","CONNECTION_ACTIVATED","WS/PRI/2170567","2022-01-03","2022-01-03","New Connection"
"Aska","WS_AP/ASK/2021-22/2170591","CONNECTION_ACTIVATED","WS/ASK/2170460","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170585","CONNECTION_ACTIVATED","WS/ASK/2170459","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170583","CONNECTION_ACTIVATED","WS/ASK/2170458","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170581","CONNECTION_ACTIVATED","WS/ASK/2170457","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170579","CONNECTION_ACTIVATED","WS/ASK/2170456","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170578","CONNECTION_ACTIVATED","WS/ASK/2170455","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170576","CONNECTION_ACTIVATED","WS/ASK/2170454","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170574","CONNECTION_ACTIVATED","WS/ASK/2170453","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170573","CONNECTION_ACTIVATED","WS/ASK/2170452","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170572","CONNECTION_ACTIVATED","WS/ASK/2170451","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170547","CONNECTION_ACTIVATED","WS/ASK/2170450","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170571","CONNECTION_ACTIVATED","WS/ASK/2170449","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170569","CONNECTION_ACTIVATED","WS/ASK/2170448","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170548","CONNECTION_ACTIVATED","WS/ASK/2170447","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170550","CONNECTION_ACTIVATED","WS/ASK/2170446","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170557","CONNECTION_ACTIVATED","WS/ASK/2170445","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170546","CONNECTION_ACTIVATED","WS/ASK/2170444","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170545","CONNECTION_ACTIVATED","WS/ASK/2170443","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170551","CONNECTION_ACTIVATED","WS/ASK/2170442","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170552","CONNECTION_ACTIVATED","WS/ASK/2170441","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170544","CONNECTION_ACTIVATED","WS/ASK/2170440","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170553","CONNECTION_ACTIVATED","WS/ASK/2170439","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170555","CONNECTION_ACTIVATED","WS/ASK/2170438","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170543","CONNECTION_ACTIVATED","WS/ASK/2170437","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170556","CONNECTION_ACTIVATED","WS/ASK/2170436","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170541","CONNECTION_ACTIVATED","WS/ASK/2170435","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170540","CONNECTION_ACTIVATED","WS/ASK/2170434","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170538","CONNECTION_ACTIVATED","WS/ASK/2170433","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170536","CONNECTION_ACTIVATED","WS/ASK/2170432","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170535","CONNECTION_ACTIVATED","WS/ASK/2170431","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170532","CONNECTION_ACTIVATED","WS/ASK/2170430","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170513","CONNECTION_ACTIVATED","WS/ASK/2170403","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170511","CONNECTION_ACTIVATED","WS/ASK/2170402","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170510","CONNECTION_ACTIVATED","WS/ASK/2170401","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170506","CONNECTION_ACTIVATED","WS/ASK/2170400","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170505","CONNECTION_ACTIVATED","WS/ASK/2170399","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170504","CONNECTION_ACTIVATED","WS/ASK/2170398","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170503","CONNECTION_ACTIVATED","WS/ASK/2170397","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170502","CONNECTION_ACTIVATED","WS/ASK/2170396","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170499","CONNECTION_ACTIVATED","WS/ASK/2170395","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170498","CONNECTION_ACTIVATED","WS/ASK/2170394","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170496","CONNECTION_ACTIVATED","WS/ASK/2170393","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170495","CONNECTION_ACTIVATED","WS/ASK/2170392","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170494","CONNECTION_ACTIVATED","WS/ASK/2170391","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170492","CONNECTION_ACTIVATED","WS/ASK/2170390","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170491","CONNECTION_ACTIVATED","WS/ASK/2170389","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170490","CONNECTION_ACTIVATED","WS/ASK/2170388","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170488","CONNECTION_ACTIVATED","WS/ASK/2170387","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170708","CONNECTION_ACTIVATED","WS/ASK/2170386","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170707","CONNECTION_ACTIVATED","WS/ASK/2170385","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170705","CONNECTION_ACTIVATED","WS/ASK/2170384","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170703","CONNECTION_ACTIVATED","WS/ASK/2170383","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170702","CONNECTION_ACTIVATED","WS/ASK/2170382","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170701","CONNECTION_ACTIVATED","WS/ASK/2170381","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170699","CONNECTION_ACTIVATED","WS/ASK/2170380","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170698","CONNECTION_ACTIVATED","WS/ASK/2170379","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170697","CONNECTION_ACTIVATED","WS/ASK/2170378","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170696","CONNECTION_ACTIVATED","WS/ASK/2170377","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170695","CONNECTION_ACTIVATED","WS/ASK/2170376","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170694","CONNECTION_ACTIVATED","WS/ASK/2170375","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170693","CONNECTION_ACTIVATED","WS/ASK/2170374","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170512","CONNECTION_ACTIVATED","WS/ASK/2170373","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170509","CONNECTION_ACTIVATED","WS/ASK/2170372","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170508","CONNECTION_ACTIVATED","WS/ASK/2170371","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170487","CONNECTION_ACTIVATED","WS/ASK/2170370","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170486","CONNECTION_ACTIVATED","WS/ASK/2170369","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170485","CONNECTION_ACTIVATED","WS/ASK/2170368","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170374","CONNECTION_ACTIVATED","WS/ASK/2170367","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170399","CONNECTION_ACTIVATED","WS/ASK/2170366","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170471","CONNECTION_ACTIVATED","WS/ASK/2170365","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170468","CONNECTION_ACTIVATED","WS/ASK/2170364","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170466","CONNECTION_ACTIVATED","WS/ASK/2170363","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170464","CONNECTION_ACTIVATED","WS/ASK/2170362","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170463","CONNECTION_ACTIVATED","WS/ASK/2170361","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170462","CONNECTION_ACTIVATED","WS/ASK/2170360","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170460","CONNECTION_ACTIVATED","WS/ASK/2170359","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170458","CONNECTION_ACTIVATED","WS/ASK/2170358","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170407","CONNECTION_ACTIVATED","WS/ASK/2170357","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170406","CONNECTION_ACTIVATED","WS/ASK/2170356","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170405","CONNECTION_ACTIVATED","WS/ASK/2170355","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170404","CONNECTION_ACTIVATED","WS/ASK/2170354","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170403","CONNECTION_ACTIVATED","WS/ASK/2170353","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170807","CONNECTION_ACTIVATED","WS/ASK/2170352","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170810","CONNECTION_ACTIVATED","WS/ASK/2170351","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170817","CONNECTION_ACTIVATED","WS/ASK/2170350","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170828","CONNECTION_ACTIVATED","WS/ASK/2170349","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170829","CONNECTION_ACTIVATED","WS/ASK/2170348","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170887","CONNECTION_ACTIVATED","WS/ASK/2170347","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171056","CONNECTION_ACTIVATED","WS/ASK/2170346","2021-12-27","2022-01-01","New Connection"
