"ulb","receiptdate","receiptnumber","createdtime","amountpaid","feetype"
"Talcher","2021-10-18","10/2021-22/000369","2021-10-18",5100.00,"Property Tax"
"Talcher","2021-10-18","10/2021-22/000370","2021-10-18",2098.00,"Property Tax"
"Dhenkanal","2021-10-18","10/2021-22/000371","2021-10-18",788.00,"Property Tax"
"Dhenkanal","2021-10-18","10/2021-22/000374","2021-10-18",2872.00,"Property Tax"
"Dhenkanal","2021-10-18","10/2021-22/000376","2021-10-18",1608.00,"Property Tax"
"Dhenkanal","2021-10-18","10/2021-22/000378","2021-10-18",500.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000392","2021-10-21",2532.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000393","2021-10-21",2184.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000394","2021-10-21",10200.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000395","2021-10-21",3060.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000396","2021-10-21",3060.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000397","2021-10-21",10200.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000398","2021-10-21",5420.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000399","2021-10-21",4896.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000400","2021-10-21",4748.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000401","2021-10-21",8568.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000402","2021-10-21",2807.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000403","2021-10-21",2066.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000404","2021-10-21",2700.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000405","2021-10-21",4239.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000406","2021-10-21",2371.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000407","2021-10-21",24480.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000408","2021-10-21",456.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000409","2021-10-21",2755.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000411","2021-10-21",182.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000412","2021-10-21",638.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000413","2021-10-21",614.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000414","2021-10-21",1476.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000415","2021-10-21",1612.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000416","2021-10-21",1065.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000417","2021-10-21",643.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000418","2021-10-21",1817.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000419","2021-10-21",2026.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000420","2021-10-21",1922.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000421","2021-10-21",854.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000422","2021-10-21",468.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000423","2021-10-21",300.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000424","2021-10-21",775.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000425","2021-10-21",614.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000426","2021-10-21",370.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000427","2021-10-21",552.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000428","2021-10-21",386.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000429","2021-10-21",346.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000430","2021-10-21",1025.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000431","2021-10-21",1006.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000432","2021-10-21",364.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000434","2021-10-21",802.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000435","2021-10-21",1349.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000436","2021-10-21",716.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000437","2021-10-21",482.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000438","2021-10-21",473.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000439","2021-10-21",629.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000440","2021-10-21",426.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000444","2021-10-21",7956.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000446","2021-10-21",1836.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000449","2021-10-21",609.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000450","2021-10-21",322.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000451","2021-10-21",365.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000452","2021-10-21",389.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000453","2021-10-21",267.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000454","2021-10-21",223.00,"Property Tax"
"Angul","2021-10-21","10/2021-22/000455","2021-10-21",68076.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000456","2021-10-21",1020.00,"Property Tax"
"Talcher","2021-10-21","10/2021-22/000457","2021-10-21",1005.00,"Property Tax"
"Dhenkanal","2021-10-22","10/2021-22/000473","2021-10-22",1200.00,"Property Tax"
"Cuttack","2021-10-22","10/2021-22/000477","2021-10-22",492.00,"Property Tax"
"Dhenkanal","2021-10-22","10/2021-22/000478","2021-10-22",696.00,"Property Tax"
"Cuttack","2021-10-22","10/2021-22/000479","2021-10-22",984.00,"Property Tax"
"Khordha","2021-10-22","10/2021-22/000481","2021-10-22",1.00,"Property Tax"
"Khordha","2021-10-22","10/2021-22/000482","2021-10-22",1.00,"Property Tax"
"Cuttack","2021-10-24","10/2021-22/000493","2021-10-24",3875.00,"Property Tax"
"Dhenkanal","2021-10-25","10/2021-22/000501","2021-10-25",1104.00,"Property Tax"
"Chatrapur","2021-10-25","10/2021-22/000505","2021-10-25",104.00,"Property Tax"
"Cuttack","2021-10-25","10/2021-22/000508","2021-10-25",1476.00,"Property Tax"
"Banki","2021-10-25","10/2021-22/000513","2021-10-25",352.00,"Property Tax"
"Rourkela","2021-10-26","10/2021-22/000516","2021-10-26",1.00,"Property Tax"
"Dhenkanal","2021-10-26","10/2021-22/000517","2021-10-26",1552.00,"Property Tax"
"Dhenkanal","2021-10-26","10/2021-22/000518","2021-10-26",912.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000524","2021-10-26",866.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000525","2021-10-26",15300.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000526","2021-10-26",3396.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000527","2021-10-26",12240.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000528","2021-10-26",617.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000529","2021-10-26",991.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000530","2021-10-26",12240.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000531","2021-10-26",2803.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000533","2021-10-26",12240.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000534","2021-10-26",12240.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000535","2021-10-26",61200.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000538","2021-10-26",9792.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000539","2021-10-26",3960.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000540","2021-10-26",3672.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000541","2021-10-26",3367.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000542","2021-10-26",1819.00,"Property Tax"
"Talcher","2021-10-26","10/2021-22/000543","2021-10-26",6797.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000548","2021-10-27",6576.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000549","2021-10-27",61200.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000550","2021-10-27",7206.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000551","2021-10-27",7206.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000552","2021-10-27",7206.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000553","2021-10-27",20400.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000554","2021-10-27",18360.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000561","2021-10-27",475.00,"Property Tax"
"Dhenkanal","2021-10-27","10/2021-22/000562","2021-10-27",296.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000564","2021-10-27",166.00,"Property Tax"
"Bhadrak","2021-10-27","10/2021-22/000565","2021-10-27",5712.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000570","2021-10-27",664.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000571","2021-10-27",182.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000572","2021-10-27",2707.00,"Property Tax"
"Talcher","2021-10-27","10/2021-22/000573","2021-10-27",979.00,"Property Tax"
"Baripada","2021-10-27","10/2021-22/000584","2021-10-27",444.00,"Property Tax"
