"ulb","ward","propertyid","oldpropertyid","acknowldgementnumber","propertytype","usagecategory","creationreason","status","createdtime"
"Cuttack",NULL,"PT-2021-08-02-000001",NULL,"PT-AC-2021-08-02-000001","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-08-02"
"Tarbha",NULL,"PT-2021-09-07-000002",NULL,"PT-AC-2021-09-07-000002","Independent Property","Independent Property","CREATE","ACTIVE","2021-09-07"
"Gunupur",NULL,"PT-2021-09-08-000003",NULL,"PT-AC-2021-09-08-000003","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-09-08"
"Balasore",NULL,"PT-2021-09-12-000004",NULL,"PT-AC-2021-09-12-000004","Shared Property","Non Residentials Industrial","CREATE","INWORKFLOW","2021-09-12"
"Rourkela","01","PT-RRK-444134",NULL,"PT-AC-RRK-2021-09-21-444134","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-09-21"
"Athmallik","01","PT-ATM-568442",NULL,"PT-AC-ATM-2021-09-30-568442","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-09-30"
"Gudari",NULL,"PT-GDR-568443",NULL,"PT-AC-GDR-2021-10-05-568444","Independent Property","Independent Property","CREATE","INACTIVE","2021-10-05"
"Gudari","10","PT-GDR-568443",NULL,"PT-AC-GDR-2021-10-05-568445","Independent Property","Independent Property","UPDATE","ACTIVE","2021-10-05"
"Dhenkanal","15","PT-DKN-568444",NULL,"PT-AC-DKN-2021-10-18-568454","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-10-18"
"Kendrapara","14","PT-KND-568446",NULL,"PT-AC-KND-2021-11-01-568458","Independent Property","Non Residentials Commercial","CREATE","INWORKFLOW","2021-11-01"
"Cuttack","01","PT-CTC-568447",NULL,"PT-AC-CTC-2021-11-05-568460","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-11-05"
"Puri","05","PT-PRI-568449",NULL,"PT-AC-PRI-2021-11-06-568465","Independent Property","Independent Property","CREATE","INWORKFLOW","2021-11-06"
"Jatni","18","PT-JTN-568450",NULL,"PT-AC-JTN-2021-11-07-568467","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-07"
"Jatni","02","PT-JTN-568451",NULL,"PT-AC-JTN-2021-11-07-568468","Shared Property","Independent Property","CREATE","INACTIVE","2021-11-07"
"Jatni","02","PT-JTN-568451",NULL,"PT-AC-JTN-2021-11-07-568469","Shared Property","Independent Property","UPDATE","INACTIVE","2021-11-07"
"Jatni","02","PT-JTN-568451",NULL,"PT-AC-JTN-2021-11-07-568470","Shared Property","Independent Property","UPDATE","ACTIVE","2021-11-07"
"Dhenkanal","10","PT-DKN-568452",NULL,"PT-AC-DKN-2021-11-09-568472","Independent Property","Non Residentials Commercial","CREATE","ACTIVE","2021-11-09"
"Pattamundai","17","PT-PTM-568453",NULL,"PT-AC-PTM-2021-11-09-568473","Independent Property","Mixed","CREATE","ACTIVE","2021-11-09"
"Cuttack","02","PT-CTC-568454",NULL,"PT-AC-CTC-2021-11-10-568474","Independent Property","Non Residentials Commercial","CREATE","INWORKFLOW","2021-11-10"
"Kodala","01","PT-KDL-568457",NULL,"PT-AC-KDL-2021-11-10-568477","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-10"
"Kodala","01","PT-KDL-568458",NULL,"PT-AC-KDL-2021-11-11-568478","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-11"
"Kodala","01","PT-KDL-568459",NULL,"PT-AC-KDL-2021-11-11-568479","Shared Property","Independent Property","CREATE","INACTIVE","2021-11-11"
"Cuttack","27","PT-CTC-568461",NULL,"PT-AC-CTC-2021-11-12-568481","Shared Property","Independent Property","CREATE","INWORKFLOW","2021-11-12"
"Dhenkanal","04","PT-DKN-568462",NULL,"PT-AC-DKN-2021-11-15-568482","Independent Property","Independent Property","CREATE","ACTIVE","2021-11-15"
"Kodala","01","PT-KDL-568464",NULL,"PT-AC-KDL-2021-11-16-568485","Shared Property","Independent Property","CREATE","INACTIVE","2021-11-16"
"Kodala","12","PT-KDL-568465",NULL,"PT-AC-KDL-2021-11-16-568488","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-16"
"Kodala","12","PT-KDL-568466",NULL,"PT-AC-KDL-2021-11-16-568489","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-16"
"Kodala","12","PT-KDL-568467",NULL,"PT-AC-KDL-2021-11-16-568491","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-16"
"Kodala","12","PT-KDL-568468",NULL,"PT-AC-KDL-2021-11-16-568492","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-16"
"Kodala","12","PT-KDL-568469",NULL,"PT-AC-KDL-2021-11-16-568493","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-16"
"Kodala","12","PT-KDL-568470",NULL,"PT-AC-KDL-2021-11-16-568494","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-16"
"Kodala","12","PT-KDL-568471",NULL,"PT-AC-KDL-2021-11-16-568495","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-16"
"Kodala","12","PT-KDL-568473",NULL,"PT-AC-KDL-2021-11-17-568497","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568474",NULL,"PT-AC-KDL-2021-11-17-568498","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568475",NULL,"PT-AC-KDL-2021-11-17-568499","Shared Property","Non Residentials Commercial","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568476",NULL,"PT-AC-KDL-2021-11-17-568500","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568477",NULL,"PT-AC-KDL-2021-11-17-568501","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568478",NULL,"PT-AC-KDL-2021-11-17-568502","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568479",NULL,"PT-AC-KDL-2021-11-17-568503","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568480",NULL,"PT-AC-KDL-2021-11-17-568504","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568481",NULL,"PT-AC-KDL-2021-11-17-568505","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568482",NULL,"PT-AC-KDL-2021-11-17-568506","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568483",NULL,"PT-AC-KDL-2021-11-17-568507","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568484",NULL,"PT-AC-KDL-2021-11-17-568508","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568485",NULL,"PT-AC-KDL-2021-11-17-568509","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568486",NULL,"PT-AC-KDL-2021-11-17-568510","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568487",NULL,"PT-AC-KDL-2021-11-17-568511","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568488",NULL,"PT-AC-KDL-2021-11-17-568512","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568489",NULL,"PT-AC-KDL-2021-11-17-568513","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568490",NULL,"PT-AC-KDL-2021-11-17-568514","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568491",NULL,"PT-AC-KDL-2021-11-17-568515","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568492",NULL,"PT-AC-KDL-2021-11-17-568516","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568493",NULL,"PT-AC-KDL-2021-11-17-568517","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-17"
"Kodala","12","PT-KDL-568494",NULL,"PT-AC-KDL-2021-11-18-568518","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568495",NULL,"PT-AC-KDL-2021-11-18-568519","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568496",NULL,"PT-AC-KDL-2021-11-18-568520","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568497",NULL,"PT-AC-KDL-2021-11-18-568521","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568498",NULL,"PT-AC-KDL-2021-11-18-568522","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568499",NULL,"PT-AC-KDL-2021-11-18-568523","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568500",NULL,"PT-AC-KDL-2021-11-18-568524","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568501",NULL,"PT-AC-KDL-2021-11-18-568525","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568502",NULL,"PT-AC-KDL-2021-11-18-568526","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568503",NULL,"PT-AC-KDL-2021-11-18-568527","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","12","PT-KDL-568504",NULL,"PT-AC-KDL-2021-11-18-568528","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-18"
"Kodala","02","PT-KDL-568505",NULL,"PT-AC-KDL-2021-11-20-568529","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568506",NULL,"PT-AC-KDL-2021-11-20-568530","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568507",NULL,"PT-AC-KDL-2021-11-20-568531","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568508",NULL,"PT-AC-KDL-2021-11-20-568532","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568509",NULL,"PT-AC-KDL-2021-11-20-568533","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568510",NULL,"PT-AC-KDL-2021-11-20-568534","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568511",NULL,"PT-AC-KDL-2021-11-20-568535","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568512",NULL,"PT-AC-KDL-2021-11-20-568536","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568513",NULL,"PT-AC-KDL-2021-11-20-568537","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568514",NULL,"PT-AC-KDL-2021-11-20-568538","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568515",NULL,"PT-AC-KDL-2021-11-20-568539","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568516",NULL,"PT-AC-KDL-2021-11-20-568540","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568517",NULL,"PT-AC-KDL-2021-11-20-568541","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568518",NULL,"PT-AC-KDL-2021-11-20-568542","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568519",NULL,"PT-AC-KDL-2021-11-20-568543","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568520",NULL,"PT-AC-KDL-2021-11-20-568544","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568521",NULL,"PT-AC-KDL-2021-11-20-568545","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568522",NULL,"PT-AC-KDL-2021-11-20-568546","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568523",NULL,"PT-AC-KDL-2021-11-20-568547","Vacant Land","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568524",NULL,"PT-AC-KDL-2021-11-20-568548","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568525",NULL,"PT-AC-KDL-2021-11-20-568549","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568526",NULL,"PT-AC-KDL-2021-11-20-568550","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568527",NULL,"PT-AC-KDL-2021-11-20-568551","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568528",NULL,"PT-AC-KDL-2021-11-20-568552","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568529",NULL,"PT-AC-KDL-2021-11-20-568553","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568530",NULL,"PT-AC-KDL-2021-11-20-568554","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568531",NULL,"PT-AC-KDL-2021-11-20-568555","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568532",NULL,"PT-AC-KDL-2021-11-20-568556","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568533",NULL,"PT-AC-KDL-2021-11-20-568557","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
"Kodala","02","PT-KDL-568534",NULL,"PT-AC-KDL-2021-11-20-568558","Shared Property","Independent Property","CREATE","ACTIVE","2021-11-20"
